hotel,star,review,real_date
전주 한옥마을 교동 덕수궁,10.0,너무 좋았습니다     방음도 잘 되는것 같아요 ,20230420
전주 한옥마을 교동 덕수궁,10.0,방음이 안되는건 알고 있었지만    옆방에 애기들이 있었어서 중간 중간 너무 시끄러웠고 밤에 코고시는 소리에            잠을 잘 못 잤어요  다만 위치나 서비스는 좋았습니다    굉장히 친절하셔요 ,20230417
전주 한옥마을 교동 덕수궁,10.0,좋아요   깨긋합니다,20230408
전주 한옥마을 교동 덕수궁,10.0,숙소위치도 한옥마을안에 있고 처음가본한옥펜션도 기억에 오래남을거같네요 방안에 쪼매난냉장고하나만있음 좋을거같습니다,20230305
전주 한옥마을 교동 덕수궁,8.0,난방도 엄청 잘되구 방 컨디션도 너무 깨끗하더라구요   위치도 너무 좋구요  다만 화장실에서 쿰쿰한 화장실 냄새가 계속 올라와서 조금 힘들었네요     발향력이 쎈 디퓨져로 바꾸면 좋을 것 같아요   몇몇 리뷰에서는 조식이 있는 걸로 봤는데 이젠 없는 것 같아요      그래두 박 잘 쉬다갑니당      화장실 수압도 쎄구 칫솔 치약 폼클렌징까지 있어서 만족해용더보기,20230304
전주 한옥마을 교동 덕수궁,10.0,체크인 부터 체크아웃까지 친절해서 좋았습니다 ,20230221
전주 한옥마을 교동 덕수궁,10.0,한옥마을에서 가깝고 깨끗해요한옥은 어디나 방음에 취약하지만그래도 서로 배려하면 크게 불편한건 없는 것 같아요편히 쉬다 갑니다,20230220
전주 한옥마을 교동 덕수궁,10.0,사장님 너무 친잘하셨고 방도 뜨싯해서 좋았어요  다만 방에 창문이 미니라 그런지 방이랑 화장실에 쿰쿰한냄새가           그래도 위치도 좋았고 너무너무 잘쉬다감니다   ,20230215
전주 한옥마을 교동 덕수궁,10.0,침대푹신  바닥따뜻 한옥방치고 웃풍도 없었어요근데 화장실따로 방따로인게 아쉬웠어요 방에서 문열고 나와야 또 문열고 화장실가야하고   현관문앞에화장실이라 화장실갈때 너무 번거롭고 추웠어요 방문엔 안전장치있고 현관문  에 안전장치없는건 조금 아쉬웠지만 알고간다면 괜찮을것같아요 침대짱푹신   ,20230214
전주 한옥마을 교동 덕수궁,10.0,핫팩이나 치약 칫솔도 준비햦 셔서 편하게 지내다왔어요   ,20230214
전주 한옥마을 교동 덕수궁,6.0,냄새가       그래도 따뜻하니 좋앗어요,20221216
전주 한옥마을 교동 덕수궁,10.0,아늑한 숙소 였어요   생각보다 좁지 않고 따뜻해요아기자기 하고 하루 머물기 좋았습니다  수압도 따뜻한 물도 잘나와요 수건을 넉넉히 주셔서 좋았어요   ,20221214
전주 한옥마을 교동 덕수궁,10.0,한옥마을안에 있어서 놀기 좋아요 사소한 문제빼고는 좋습니다     세면대 물이 안빠지는것만 해결해주시면 될거같아요,20221011
전주 한옥마을 교동 덕수궁,10.0,오진짜조아요,20220919
전주 한옥마을 교동 덕수궁,8.0,한옥마을 내에 있어서 접근성에 있어서는 좋았습니다   방 내부도 그럭저럭 나쁘지 않앗어요  쪼금 아쉬웟던거는 방 안에 큰 거미가 있었다는점   ,20220905
전주 한옥마을 교동 덕수궁,6.0,한옥마을과 가까워서 너무 좋았습니다      우리한옥을 듬뿍 느끼고 돌아왔어요    걱정했던거보다 아이들도 너무좋아해주어서 좋았어요   ,20220810
전주 한옥마을 교동 덕수궁,2.0,에어컨에 곰팡이가 피어있네요,20220805
전주 한옥마을 교동 덕수궁,8.0,깔끔하고 감성적이었어요다만 화장실에서 샤워할때 문이 닫혀있어도 문이 문밖으로 새어나와서 조금 불편했어요,20220805
전주 한옥마을 교동 덕수궁,10.0,위치도좋고  조용하고 잘지내다가 왔어요 ,20220804
전주 한옥마을 교동 덕수궁,8.0,좋아요   다음에 또 올게요   ,20220725
전주 한옥마을 교동 덕수궁,6.0,도착해서야 조식서비스가 없어진 것을 안내받아서 실망 ,20220721
전주 한옥마을 교동 덕수궁,10.0,잘쉬다갑니다,20220627
전주 한옥마을 교동 덕수궁,10.0,침구도 푹신하고 여름 이불이라 시원했어요  고데기랑 드라이기도 있어서 편했습니다  밤에 툇마루에서 은은한 불빛과 함께 수다 떨수 있어서 좋았어요   물론 다른 투숙객이 없어서 가능했지만요    그리고 조식도 너무 맛있고 정갈해서 차려주신 정성이 너무 느껴졌습니다  다만 화장실이 방 밖에 있어서 드나들기 좀 불편했어요   슬리퍼라도 하나 있으면 좋을거 같아요    전체적으로 매우 만족스러운 숙소였습니다  사장님 너무 친절하세요     곧 출산하신다는데 순산하시길 기원합니다      더보기,20220622
전주 한옥마을 교동 덕수궁,10.0,숙소도 사진보다 깔끔하고 내부 한옥도 정갈했어요사장님도 친절하시고 조식도 정성이 들어가있네요잘 묵고 갑니다,20220619
전주 한옥마을 교동 덕수궁,10.0,볼거리는 많이 없지만  좋은 추억 만들고 왔네요,20220616
전주 한옥마을 교동 덕수궁,10.0,사장님 친절하시고 조식 좋았어요,20220613
전주 한옥마을 교동 덕수궁,10.0,좋았습니다,20220611
전주 한옥마을 교동 덕수궁,8.0,편하게 이용할 수 있고  조식까지 챙겨주는 친절함 감사합니다,20220611
전주 한옥마을 교동 덕수궁,10.0,체크인 시간보다 일찍 도착해서 혹시 더 빠르게 입실할 수 있는지 물어봤는데 괜찮다고 그러셔서 감사했습니다   숙소 바로 앞에 늦게까지 마실 수 있는 곳이 바로 앞에 있어서 완전 편해요     시설도 엄청 깨끗 했고 쉬기에는 편했어요     조식도 간단하게 준비해 주신다고 해서 그냥 커피랑 간단하게 주시는 줄 알았는데 완전 든든     하게 먹었습니다   다음에도 또 방문 할께요 ,20220529
전주 한옥마을 교동 덕수궁,10.0,한옥마을을 즐기기에 너무좋은 숙소입니다,20220504
전주 한옥마을 교동 덕수궁,10.0,진짜 너무 깨끗하고 다음에 또 오려구요,20220430
전주 한옥마을 교동 덕수궁,10.0,엄마랑 친구분 예약해드렸는데정말 좋아하셨어요   사장님도 친절하시고다음에 또 이용하고 싶다고 하셨습니다  조식도 맛있다고 하셨어요    제가 걱정되어서 여러번 사장님께전화드렸는데 친절히 받아주셔서감사합니다더보기,20220425
전주 한옥마을 교동 덕수궁,8.0,잘 쉬고 갑니당,20220425
전주 한옥마을 교동 덕수궁,10.0,한옥마을 놀러왔는데 숙소 시설도 좋고 청결도 엄청 깨끗해요   화장실도 깨끗하고 물 수압도 콸콸 잘나와서 정말 좋았습니다  사장님도 엄청 친절하시고 조식도 마지막 날까지 든든하게 챙겨주셨어요 숙소 체크인 했을때 사장님이 연박이라고 수건도 몇개 챙겨주셨었는데    이렇게 섬세하게 챙겨주신 덕분에 푹 쉬었다 갑니다  더보기,20220424
전주 한옥마을 교동 덕수궁,8.0,사진깜빡했는데 조식도 너무 맛있어서 아침마다 나가기전에 든든하게 출발했습니다 어머니도 잘 쉬셨다고 하시네요 다음에 또 올게요 감사합니다   ,20220415
전주 한옥마을 교동 덕수궁,10.0,처음 가본 한옥마을인데 너무 좋은 추억 남기고 가요       전주 놀러온 겸에 제대로 한옥 느껴보쟈   싶어서 나름 까다롭게 선택한 곳이었는데 청결  위치  가격 모두 만족스러웠습니당     제공해주신 조식도 맛있었어요한옥이 방음에 취약하다고 하여 살짝 걱정했는데 이중으로 문이 설치되어 있어서 저희는 나쁘지않았습니다 힐링하고 가용     다음에 또 전주에 오게 된다면 저희는 무조건 덕수궁으로       총총,20220411
전주 한옥마을 교동 덕수궁,10.0,숙소 이쁘고 좋아요 ,20220402
전주 한옥마을 교동 덕수궁,10.0,숙소가 따뜻하고 너무 좋았어요  조식 최고입니다       ,20220316
전주 한옥마을 교동 덕수궁,10.0,조식도 맛있었구  머무르는동안 잘있다갑니다,20220307
전주 한옥마을 교동 덕수궁,10.0,아기자기하고 조용하게 쉬다가기 좋았어요일찍 입실해서 제휴된 한복대여점에서 한복 대여해서 숙소에서 인생사진 많이 건졌어요 너무 잘쉬다가 갑니다,20220213
전주 한옥마을 교동 덕수궁,10.0,방이 따뜻하고 이불이 부드러워서 추운날에도 불편함없이 잘 묵었습니다  조식 갖다주시는 것도 맛있었구요화장실이 좀 춥긴했지만 공간이 넓어서 씻기 편해서 좋았어요,20220131
전주 한옥마을 교동 덕수궁,10.0,일단 사장님이 너무 친절하셔서 좋았어요 무엇보다 숙소 옆 주차장이 있어서 너무 편안하게 쉬다 가네요  천장이 높아서 그런지 옆방이랑 방음이 잘 안되는 것만 빼면 친절하고 깔끔한 시설이라서 너무 마음에 들어요,20220130
전주 한옥마을 교동 덕수궁,10.0,인자하신 사장님으로 처음들어간 순간부터 잊지못 하게 됬습니다    정말 너무 마음에 들고 겨울인데 숙소는 찜질방같이 따듯했습니다   눈뜨고 따듯한 조식또한    다시한번 올게요           ,20220128
전주 한옥마을 교동 덕수궁,10.0,친절하시고 방이 깔끔하고 따듯했고 조식으로 나온 메뉴들도 너무 좋았습니다 ,20220116
전주 한옥마을 교동 덕수궁,10.0,한옥마을은 주차할데가 없다해서 걱정했는데 미리 주차 문자도 주셔서 주차하는데 문제없이 했어요무료주차가 없어 아쉽지만 정말 초거리에 유료주차 있어서 편했어요 주인분께서 너무 친절하게 안내해주시고 레트로감성으로 꾸며있어 사진찍기도 좋았어요    아침조식에 감동하며 여행은 성공적인 여행이 되었네요 다음에 또 놀러오겠습니다   ,20220110
전주 한옥마을 교동 덕수궁,10.0,한옥마을에 너무 잘 어울리는 디자인으로 꾸며져있어서 한국의 정취를 물씬 느낄 수 있었어용 방도 깨끗하고 보일러 뜨끈뜨끈해서 잘 때 더울 정도였어요  침구도 깔끔했고   숙소 디자인이랑 잘 어울렸어요  마스크나 핫팩 등 세심하게 챙겨주셔서 너무 좋았고   숙소 입구쪽에 전주 여행가이드 같은 책자도 있어서 좋았어용 물도 바로 뜨거운 물 콸콸 나왔고   수건도 넉넉했어요  진짜 너무 좋았는데 어휘력이 부족해서 좋았다는 말밖에 못하는 게 천추의 한 더보기,20220110
전주 금암동 스카이쇼1 무인텔,6.0,룸컨디션은 확실히 별로입니다   가성비로 접근하시길,20230501
전주 금암동 스카이쇼1 무인텔,8.0,잘 쉬다갑니다,20230101
전주 금암동 스카이쇼1 무인텔,8.0,나쁘지 않았습니다,20221108
전주 금암동 스카이쇼1 무인텔,2.0,아직도 동그란 침대가 있네요 욕실 타일은 수리를 좀 하심이    테이프로 보수하는건 안전상 아닌듯요 ,20221031
전주 금암동 스카이쇼1 무인텔,10.0,믿고가는곳이에요,20221029
전주 금암동 스카이쇼1 무인텔,2.0,너무 노후돼서 안타깝다  시설 투자가 전무하네요 ,20221024
전주 금암동 스카이쇼1 무인텔,10.0,잠이 너무 잘와요   편안했어요  ,20221018
전주 금암동 스카이쇼1 무인텔,4.0,무인텔이지만 사장님이 문 앞 인터폰 통해서 문열어주심오래된 모텔인데 가격 저렴하면 상관없다 아신분은 가도될듯,20220811
전주 금암동 스카이쇼1 무인텔,6.0,넷플이 없어서 아쉽,20220805
전주 금암동 스카이쇼1 무인텔,8.0,그럭저럭 괜찮아요 잘 쉬다갑니당,20220622
전주 금암동 스카이쇼1 무인텔,10.0,너무너무 좋아요,20220620
전주 금암동 스카이쇼1 무인텔,4.0,음 청결이 너무 아쉽고 나눠주시는 샤워용품도 부족했습니다    근데 사장님은 너무 친절하셨어요,20220509
전주 금암동 스카이쇼1 무인텔,8.0,엄청큽니다굳,20220502
전주 금암동 스카이쇼1 무인텔,8.0,청결한편이에요,20220430
전주 금암동 스카이쇼1 무인텔,8.0,넓고 좋은데 춥고 약간 찝찝햇어요 가격대비 괜찮네요,20220120
전주 금암동 스카이쇼1 무인텔,4.0,예약했던 방이 아닌곳으로 주시네요,20211230
전주 금암동 스카이쇼1 무인텔,10.0,깔끕아게 잘쉬다갑니다,20211211
전주 금암동 스카이쇼1 무인텔,4.0,좀 별로였음,20210817
전주 금암동 스카이쇼1 무인텔,4.0,컴퓨터 대 아무것도 안되고   넷플 유트브 안됨   침대 작아서 다리 일부가 나옴   방은 넓은데 할게 없음   놀거리 없음 ,20210805
전주 금암동 스카이쇼1 무인텔,8.0,친절하시고 가성비가 좋습니다     ,20210604
전주 금암동 스카이쇼1 무인텔,10.0,편하게 사용했습미다,20210426
전주 금암동 스카이쇼1 무인텔,8.0,잘쉬다가갑니다,20210425
전주 금암동 스카이쇼1 무인텔,10.0,뭐 만족   ,20210423
전주 금암동 스카이쇼1 무인텔,10.0,깨끗하고 좋아용    가성비 갑 ,20210405
전주 금암동 스카이쇼1 무인텔,10.0,모두 친절하셨고 깨끗하고 서비스 물품들이 잘 비치되어 좋았습니다,20210318
전주 금암동 스카이쇼1 무인텔,10.0,너무 편하게 잤습니다 ,20210317
전주 금암동 스카이쇼1 무인텔,2.0,피시때문에 일부러간건데 피시가 안됨일하나도못함,20210306
전주 금암동 스카이쇼1 무인텔,10.0,잘쉬다갑니다 ,20210301
전주 금암동 스카이쇼1 무인텔,6.0,청소를 더깔끔히 했으면 더 좋았을거같아요,20201119
전주 금암동 스카이쇼1 무인텔,10.0,스무스했음,20201115
전주 금암동 스카이쇼1 무인텔,10.0,만족합니다,20201112
전주 금암동 스카이쇼1 무인텔,10.0,조용하니 좋았어요,20201010
전주 금암동 스카이쇼1 무인텔,10.0,좋았습니다,20201008
전주 금암동 스카이쇼1 무인텔,10.0,조아요 ,20200929
전주 금암동 스카이쇼1 무인텔,6.0,처음 사용해봤는데 전자레인지가 객실안에 있어서 편리했습니다   또 세척기도있다는것도 좋은것같아요 하루 잘 쉬다 갑니다     ,20200906
전주 금암동 스카이쇼1 무인텔,8.0,좀 낡은 분위기가 있었지만 전체적으로 무난하고 좋았습니다  친절한 데스크와 온수 굿 ,20200902
전주 금암동 스카이쇼1 무인텔,2.0,결론    당일 숙박에 후기남길 만큼 최   악택시에서 내리자마자 전주에서 제일 낡은 모텔원형침대 존낰 짧아서 다리 삐져나오는데 방없다고 안바꿔줌   평일 월요일 옆방 다 비었음  침구 노르끼리하고 변기도 분리되어있는데 커버에 오줌자국형광등 진짴 개어둡고 꼬라서 화장할때도 안보임몰카안심존 아님기타등등 빡치는거 완전 많고 귀찮아서 리뷰 별다섯개 주는데 여기는 최악최악최악 다 댓글알바야더보기,20200818
전주 금암동 스카이쇼1 무인텔,10.0,푹 쉬기에 너무 좋아여,20200809
전주 금암동 스카이쇼1 무인텔,8.0,잘 쉬었습니다 ,20200808
전주 금암동 스카이쇼1 무인텔,10.0,조아용       ,20200718
전주 금암동 스카이쇼1 무인텔,10.0,숙소 좋았어요,20200621
전주 박가네펜션,8.0,아늑하고 한옥체험하기 좋아요 ,20201110
전주 박가네펜션,10.0,너무 좋았습니다 다음에도 또 갈거에요,20200710
전주 갤러리스테이게스트하우스,10.0,접근성 갑 늦게 가서 시설 못즐겨서 아쉽지만  놀거리 다양합니다   ,20230327
전주 갤러리스테이게스트하우스,10.0,사장님이 진짜 친절했어요    커피도 무료고 간단한 간식들도 무료로 있어서 좋았어요 ,20230321
전주 갤러리스테이게스트하우스,8.0,사장님 너무 친절하세요     ,20201205
전주 갤러리스테이게스트하우스,10.0,늦가을 신랑이랑 함께 전주한옥마을 다녀왔습니다  갤러리 스테이  방이랑 침구도 깔끔하고 사장님도 친절하시네요  로비에 비치해 놓으신 다양한 안내책자 덕분에 도움 받았구요   왱이국밥집도 제휴를 맺으셨는지  아침도 원 할인해 주셔서 기분좋았어요   ,20201116
전주 갤러리스테이게스트하우스,10.0,친구들이랑 놀러와서 특실이용했어요 한옥마을에서 놀고 숙소 돌아와서 무료로 이용할수있는 탁구대있길래 맘껏 이용할수있어서 좋았고보통 이층침대있는방엔 티비없는데 티비있어서 놀랬어요 방도 깨끗하고 주인분도 친절하시고 잘 놀다갑니다   퇴실할때 무료 다과랑 과자먹고 가라고 챙겨주시고 로비에 맛집리스트도 나와있어서 점심뭐먹을지 고민안해도되서 좋았어요         잘쉬다갑니다 담에또 올께요더보기,20201114
전주 갤러리스테이게스트하우스,10.0,오후에 가족과 함께 한옥마을을 들렀다가   밤에는 심심했는데 갤러리 사장님하고 탁구 한판 치고나니 피로가 확 풀렸어요   거기에다 다과와 아침에 모닝커피 정말 좋았어요  다음에 기회가 되면 다시 방문 할께요   ,20201113
전주 갤러리스테이게스트하우스,10.0,사장님도 엄청 친절하시고 시설도 깔끔해서 정말 잘쉬다 갔어요,20201110
전주 갤러리스테이게스트하우스,10.0,사장님들이 너무 친절하셨고 가족이랑 왔는데 부담 없이 전주에서 힐링하고 갑니다   먼저 필요한 거 없는지 물어봐 주시고 불편한 거 없는지 신경 써주셔서 다음에 여자친구랑 여행 와도 또 이용할 것 같습니다,20201110
전주 갤러리스테이게스트하우스,10.0,들어가는 입구부터 고급스럽고 커피랑 각종 차  과자를 무료로 즐길수 있으며 오락게임기도 있어 공짜로 게임을 할수 있어요  방은 따뜻하고 이불은 정말 폭신해서 정말 좋았어요 그리고 사장님이 한옥마을 맛집 여기저기를 알려주셔서 하루를 알차게 보냈어요  참 탁구장도 있어 오랜간만에 운동도 했답니다   ,20201110
전주 갤러리스테이게스트하우스,10.0,객실도 깨끗하고 사장님도 친절하시고 너무 잘 머물고 왔어요    층에서 게임기와 탁구장이 있어서 아이들이 머무는 동안 잘놀았어요      ,20201109
전주 갤러리스테이게스트하우스,10.0,주차걱정 많이하고 갔는데 사장님께서 가볍게 해결해주셨고 객실도 너무 깨끗해서 만족스러웠고 전주한옥마을과 도보로 분이내 거리라 너무 좋았습니다 ,20201108
전주 별자리 한옥스테이,10.0,전주 한옥마을   돌담길 따라 걸어서 도착한 별자리 한옥집   너무 멋찐 한옥 하우스     어여쁜 사장님께서 미소로 반겨주셨다   먼저 우리를 숙소로 안내 해주시고   지도를 보면서 주변 관광명소를 친절하게 설명해주셨다   숙소는 깔끔하게 정돈되어 있었고 아주 쾌적한 분위기였다   이렇게 우리는 아름다운 한옥 하우스에서 하룻밤을 보냈답니다  다시 또 오고싶다는 생각과 함께      사장님    꼭   다시 오겠습니다   여러분 강추해요    더보기,20220916
전주 별자리 한옥스테이,10.0,전주여행 별자리주인분께서 도착전에 안내문자로 상세히 주차와 위치정보 주셔서 편하게 도착하고 머물수있었습니다  경기전이 바로 코앞전동성당도        한옥마을안에 위치해있어서 왔다갔다한옥정취를 느낄수있었습니다   객실상태도 너무 깔끔하고 아침에창문을 여니 힐링 그자체였습니다  가격도 착하고 조식까지 감동  또 방문하고 싶어용      더보기,20220915
전주 별자리 한옥스테이,10.0,한옥감성 숙소를 찾다가 선택한 별자리대만족이에요      서까래가 보이는 다락에 누워 친구들과 예쁜추억 만들었습니다  뚜벅이로 왔는데 짐도 보관해주시고너무 감사했습니다  친구들도 꼭 다시 오자며푹신한 라텍스  침구류 욕실상태 모두 너무 좋았습니다    사장님 번창하세요  더보기,20220915
전주 별자리 한옥스테이,10.0,숙소 깨끗하고 편하게 잘 쉬다 갑니다     사장님도 너무 친절하시고 조식이 최고에요 진짜 다음에 전주 오면 또 방문하겠습니당,20230429
전주 별자리 한옥스테이,10.0,너무너무 좋아용 주인분도 친절하시구 조식도 맛있어요   ,20230406
전주 별자리 한옥스테이,10.0,사장님께서 친절하시고 섬세하셔서 아직도 기억이 남네요     너무 잘 쉬다 갑니다,20230329
전주 별자리 한옥스테이,10.0,잘 쉬다 갔습니다 ,20230328
전주 별자리 한옥스테이,10.0,정말 오랜만에 엄청 만족스러운 숙박이었습니다   사장님 친절함도 최고에 아침에 조식도 주시는데 맛있습니다   객실 내부도 깔끔하고 이용하는데 불편함 없이 잘 이용했네요  ,20230223
전주 별자리 한옥스테이,10.0,깨끗하고 방도 따뜻하고아이들이랑 온 여행이라 걱정이 많았는데 덕분에 잘 놀고 쉬고 왔어여 친절하신 사장님 감사합니다,20230223
전주 별자리 한옥스테이,10.0,숙소 깔끔하고 사장님도 친절하시고 참 좋았어요조식으로 주신 신선한 과일에 토스트더 맛있게 잘 먹고 쉬었어요,20230223
전주 별자리 한옥스테이,10.0,사장님 친절하시고 잘 쉬고 왔습니다,20230221
전주 별자리 한옥스테이,10.0,친절하시고 방도 깔끔하고 조식도 괜찮았습니다 ,20230218
전주 별자리 한옥스테이,10.0,진심을 다하는 찐     친절하신 사장님  덕분에 잘쉬었습니다  정성스러운 조식감사합니다     ,20230217
전주 별자리 한옥스테이,10.0,생각보다 빨리 도착해서 난감했는데   사장님께서 빠른 입실을 도와주셔서 감사했습니다   한옥이라 방음이 안되긴 했는데   사장님께 말씀드리자마자 주의를 주셔서 너무너무 좋았습니다   조식도 직접 방문 앞까지 가져다주시고   조식이 과일도 많고 너무 맛있었어요 ,20230207
전주 별자리 한옥스테이,10.0,사장님이 좋아서 번째 방문입니다   너무너무 친절하시고조식 완전 강추입니다    저는 또 방문예정입니다 ,20230207
전주 별자리 한옥스테이,10.0,사장님이 좋아서 번째 방문입니다   너무너무 친절하시고조식 완전 강추입니다    저는 또 방문예정입니다 ,20230207
전주 별자리 한옥스테이,10.0,설 연휴때 묵었는데   사장님이 주차안내부터 관광지 소개   조식까지 너무너무 친절하셔서 기분이 좋아지는 하루였습니다   네 명 가족이 묵기에 다소 좁은 느낌이 있지만 아늑하게 하루 보내기엔 크게 문제없는 정도였구요 청소가 잘되어있어 청결도는 정말 완벽했습니다        조용하고 고즈넉한 전주와 잘어울리는 숙소였어용 위치도 정말 좋아서 다음번에 꼭 한번 다시 방문하고싶습니다      특히 조식 너무 맛있었어요            최고      ,20230205
전주 별자리 한옥스테이,10.0,추운 날 갔는데도 따뜻하고 아늑한 숙소였어요   복층이라 층고가 높아서 방 크기에 비해 개방감이 크게 느껴져 좋았습니다     그리고 정성 가득 조식도 너무 맛있게 먹었어요   호텔 조식 부럽지 않은 조식이었고 사장님도 과도한 관심은 주지 않으시되 친절하게 대해주셔서 다음에도 전주 갈 일 있으면 이곳에서 자려고 합니다 ,20230128
전주 별자리 한옥스테이,10.0,한옥마을과 남부시장이 근처에 있어서 접근성이 좋고실내도 깔끔하고 따뜻합니다 사장님께서도 친절하시고 분위기가 아주좋아요,20230116
전주 별자리 한옥스테이,10.0,일단 너무 좋았습니다   겨울에 갔는데 사장님이 미리 난방을 켜두셔서 따뜻했어요   여자 둘이 갔는데 방 크기도 적절하고 좋았어요   다음날에 비가 왔는데 우산도 챙겨주시고 짐도 맡기겠냐고 물어봐주시고     너무 친절하셨어요  조식도 너무 정성스럽게 챙겨주셔서 잘 먹었습니다   다음에 전주에 오게 된다면 다시 들리고 싶네요,20221221
전주 별자리 한옥스테이,10.0,한옥마을 안에 있어서 주변에 구경하기 너무 편했어요   조식도 든든하게 잘먹었습니다   화장실도 깔끔했어요   다만 침구류가 좀 오래된 것 같아 아쉬웠습니다 ,20221219
전주 별자리 한옥스테이,10.0,아담하고 둘이 숙박하기에 딱 적당했어요     깔끔하고 주변 돌아다니기에도 적합했습니다 사장님께서두 잘 챙겨주셨구요   조식 나오는게 꽤나 좋더라구용     다만 방음이 좀 안되긴하는데 이건 한옥이면 다 그럴거같아요 어쩔 수 없는     재방문 의사 있습니다      ,20221219
전주 별자리 한옥스테이,10.0,사장님 친절하시고 방 너무 따숩고 좋았습니다     잘 놀다갑니다 감사합니다   아침 조식도 정말 푸짐하고 맛있었어요   ,20221217
전주 별자리 한옥스테이,10.0,전주 한옥마을은 처음왔는데   숙소선택이 최고였어요   아늑하고 따뜻하고 무엇보다 너무 친절하셔서 좋았습니다  챙겨주신 조식도 너무 잘 먹었습니다     ,20221217
전주 별자리 한옥스테이,8.0,사장님이 너무 친절하시고 방도 깨끗하니 좋네요  아침조식은 최고 입니다   ,20221210
전주 별자리 한옥스테이,10.0,한옥마을이랑 가깝지만 시끄럽지는 않은 곳에 위치하고 있습니다 규모가 생각보다 크지는 않았지만 두명 자기에 충분히 넓고 좋았어요 들어갔을때 미리 보일러를 켜둬주셔서 도의 추위에서도 온기를 얻을 수 있었습니다 사장님도 되게 친절하시고 응대도 좋았어요 어메니티 또한 잘 준비돼있습니다 수건이 여섯개라 감동받았네요 무엇보다 좋은건 방 안에 창문이 있어서 바깥 구경하기도 좋았고 환기도 잘되고 예뻤어요 한옥 특성상 조금 시끄러울 수는 있어도 그건 그날그날의 뽑기 운이라 어쩔 수 없는 부분이라고 생각해요 잘묵고 갑니다 사장님 번창하세요 다음에 다시 묵고싶은 숙소입니다        더보기,20221205
전주 별자리 한옥스테이,10.0,친절하시고 좋아요 다만 모기가 많고 종소리때문에 자는데 많이 거슬린거 빼고는 다 좋았습니다,20221201
전주 별자리 한옥스테이,10.0,좋은 서비스와 친절로 푹 쉬고 갑니다   궁금한 점이나 불편한 점 잘 들어주시고 해결해주셔서 감사합니다 ,20221127
전주 별자리 한옥스테이,10.0,도착해서 빠른 체크인도 가능했고   입실하면서 전주 여행 코스도 친절하고 자세하게 안내해주셨습니다  룸컨디션은 사진에서 보는 것보다 깔끔하고 좋았으며   조식은 생각이 없었는데도 다 해치웠을 정도로 정성이 가득한 완벽한 한상이었습니다    누텔라  바나나 토스트 조합은 환상      돌아오는 날에 열차 시간 전까지 돌아다니기 편하게 짐도 맡겨주시고 넘넘 친절하신 사장님 쵝오        다음에 전주를 다시 와도 숙소는 여기 확정입니다    번창하세요      더보기,20221126
전주 별자리 한옥스테이,10.0,복층구조로 되어있는 큰별방 서까래가 너무너무 예뻣어요방이 정말 깨끗하고 따뜻  조용히 휴식도 취하고 분위기있는 한옥에서 푹신하게 꿀잠자고아침 조식까지 너무 감동이였습니다    만족스러운 숙소였어요    입실전인데도 빠른 입실도 가능했구 주차도 사장님께서 바로 앞에 할수있도록 해주셔서 너무 좋았습니다  한옥마을 안에있어 아주 편리하게 여행할수 있었습니다   전주 여행가시는분들께 완전 추천해드리고 싶어용    전주오면 재방문   입니당        더보기,20221114
전주 별자리 한옥스테이,10.0,사장님 완전 친절하시고 너무좋았습니다    제방문의사 프로입니다 ,20221114
