hotel,star,review,date,real_date
전주 경원동 경원,5,사장님 친절하시고 한옥마을 가까이에있어 편리함,5일 전,2023. 06. 01
전주 경원동 경원,5,잠 완전 잘 잤어요 재방문의사 100 방도 깨끗하고 좋아요!!,5일 전,2023. 06. 01
전주 경원동 경원,0,권리침해 신고로 인하여 임시 차단되었습니다.,2023.05.21,2023.05.21
전주 경원동 경원,3,값이 싸고 하루정도 지낼만하네요,2023.05.16,2023.05.16
전주 경원동 경원,5,외관에 속지마세요~~!!엄마랑 한달에 한번 여기저기 돌아다니는데 ㅎ자는데 돈 투자하지 말자는 주의여서 ㅎ한옥마을 가까운곳에 잡았는데 ㅎ외관은 그냥 옛날 여관인데 ㅎ안에 너무 깨끗해요 ㅎ 사장님도 너무 친절하시구요 ㅎ퇴실하면서 모르고 외투를 놔두고 왔는데 ㅎ아침일찍 나왓는데도 얼마안있어서 연락주셧더라구요 ㅎ아침먹고 다시 주차하고 놀다와도 된다고 허락해주시고 ㅎ울산에서 간거라 언제 다시 갈지 모르지만 ㅎ다음번에 또 전주가게되면 들를께요~~(방음은 잘 되지만 층간소음은 조금 있어요)불타오르는 커플들은 조금 고민을...ㅎ가성비 최고 숙소입니다~~~더보기,2023.05.15,2023.05.15
전주 경원동 경원,5,시설은 좀 오래되었지만 전반적으로 깨끗했고 사장님 너무 친절하셨습니다. 한옥마을 바로 옆이라 구경도 편했고요. 가성비 짱입니다.,2023.05.13,2023.05.13
전주 경원동 경원,5,주차장+침대 있는 숙소를 원해서 골랐습니다기본적인 비품에 있을건 다 있고(+욕조도 있음) 오래된걸 알고 왔기때문에 1박하기 괜찮았습니다그런데 제가 묵은방에는 모기가 좀 많았어서 그게 아쉬웠습니다,2023.04.27,2023.04.27
전주 경원동 경원,5,2층 침대방 잡았는데 청소도 잘 되어있고 무엇보다 화장실이 보송보송 깨끗하고 냄새도 안나고 좋았어요! 1인 추가도 급하게 해주셔서 감사했어요~밤에 따뜻하게 푹 잤어요~1층 방은 냉장고소리가 좀 크게 낫다 하던데 저흰 괜찮았어요~바닥 장판만좀 바꾸시면 완벽할 것 같아요!,2023.04.24,2023.04.24
전주 경원동 경원,4,잘 쉬다갑니다,2023.04.23,2023.04.23
전주 경원동 경원,5,사실 말이 필요한가요..?,2023.04.23,2023.04.23
전주 경원동 경원,5,급하게 예약했는데 아늑하니 좋았어요ㅎㅎ한옥마을도 걸어서 갈수있고 사장님도 친절하세요!,2023.04.03,2023.04.03
전주 경원동 경원,5,너무좋아요 방도깔끔합니다,2023.04.03,2023.04.03
전주 경원동 경원,4,잘쉬다가요,2023.03.28,2023.03.28
전주 경원동 경원,3,가성비 좋은 숙소 였습니다 주변에 십분 거리로 편의점등 있어서 좋았습니다,2023.03.13,2023.03.13
전주 경원동 경원,5,깔끔하고 좋아요,2023.03.10,2023.03.10
전주 경원동 경원,5,잘쉬었습니다. 친절하시고 주차장도 넉넉해서 여유있게 돌아다닐수 있었습니다.,2023.03.07,2023.03.07
전주 경원동 경원,5,후기가 좋아서 머물렀는데 후기대로 너무 깔끔하고 좋았습니다! 주인분께서 주차 편의도 잘 봐주셔서 덕분에 좋은 여행하고 왔습니다,2023.03.05,2023.03.05
전주 경원동 경원,5,객사 근처에 가성비 모텔 비품이 많이 없다,2023.03.04,2023.03.04
전주 경원동 경원,3,건물은 허름한데 내부는 괜찮았습니다.변기 수압이 심각하게 낮네요,2023.03.02,2023.03.02
전주 경원동 경원,5,너무조아요,2023.02.19,2023.02.19
전주 경원동 경원,5,깔끔 하고 자주 이용합니다!,2023.02.08,2023.02.08
전주 경원동 경원,5,깔끔하고 자주이용합니다!! 가성비 좋아요!!,2023.02.06,2023.02.06
전주 경원동 경원,1,너무 별로,2023.02.06,2023.02.06
전주 경원동 경원,5,가성비 매우 좋습니다~ 2박3일 머무를 일 있어서 잘 쉬다 갑니다,2023.01.20,2023.01.20
전주 경원동 경원,5,사장님 너무 친절하시고 방도 깔끔하고 좋았습니다다음에 또 갈거같네요^^,2023.01.17,2023.01.17
전주 경원동 경원,5,"개인적으로 매우 저렴하고 정감가는 분위기라 좋았습니다 주인분께서 신경써서 관리하시는 것 같아요. 한옥마을, 객사쪽 접근성도 너무 좋구요. 온수가 늦게 나오는 것과 샤워가운이 없는 점은 아쉽습니다!",2023.01.16,2023.01.16
전주 경원동 경원,5,조용하고 좋았어요!!,2023.01.15,2023.01.15
전주 경원동 경원,5,깔끔하고 따뜻했어요! 사장님도 친절하시고^^,2023.01.09,2023.01.09
전주 경원동 경원,5,좋아요 ㅎㅎ,2023.01.09,2023.01.09
전주 경원동 경원,5,ㄱㅊㅅㄴㄷ,2023.01.05,2023.01.05
전주 경원동 경원,4,하룻밤 머물기에는 좋아요,2023.01.01,2023.01.01
전주 경원동 경원,5,ㄱㅊㅅㄴㄷ,2022.12.28,2022.12.28
전주 경원동 경원,5,가성비 좋았어요.,2022.12.26,2022.12.26
전주 경원동 경원,5,사장님께서 너무 친절하십니다! 숙소위치상 야간에 한옥마을 산책도 즐길수있구 다음날 요기조기 다니면서 주차도 해놓고 갈수있어 너무 좋았어요 전주갈일있으면 또 갈것같아요~,2022.12.19,2022.12.19
전주 경원동 경원,5,엄청따뜻하게 잘잤어요 친절하세요,2022.12.09,2022.12.09
전주 경원동 경원,5,전일갑오 가까운 숙소 찾다가 선택!도보 2분^^방 크기도 적당하고 2인 탁자 있어서 야식 먹기도 좋았어요침대에 전기장판 있어서 따뜻하게 잘 잤고 침대도 적당한 쿠션감이라 허리도 안 아팠어요담에 또 전주와도 묵을거예요더보기,2022.11.30,2022.11.30
전주 경원동 경원,5,엘레베이터는 없어요. 가격대비 최고입니다. 깨끗하고요 침대 바로 옆에 거울이 있더라구여; 당황ㅎㅎ..위치가 진짜 좋아요 차두고 뚜벅이 여행하기 좋아서 신랑도 한옥마을에서 막걸리도 한잔하고 그랬어요. 재방문의사 있습니다.다음에도 아기없이 신랑하고만 전주온다면 여기 묵을거에요. 사장님 너무 친절하셔요! 짱입니다.,2022.11.29,2022.11.29
전주 경원동 경원,3,원래 근처 찜질방에서 잘 생각이었으나 시간이 늦어져서 급하게 방을 구하게 됨. 가격 대비 매우 좋았지만 숙소를 중요하게 생각하는 편이라 조금 비싸더라도 더 좋은 숙소를 찾을가 같음. 하지만 비용을 줄이고 싶다면 충분히 좋은 숙소. 가성비 좋음.,2022.11.26,2022.11.26
전주 경원동 경원,5,용품도 제대로 구비되어 있고 방도 깨끗하고 굿,2022.11.14,2022.11.14
전주 경원동 경원,5,처음에 화장실에 습기가 많아서 문 열어두었더니 괜찮더라구요. 용품 안챙겨 주셔서 받으러 갔습니다저렴하게 하루 묵기 좋아요,2022.11.11,2022.11.11
전주 경원동 경원,5,가격이 가장 합리적입니다 좋아요 담에 이용할듯,2022.11.08,2022.11.08
전주 경원동 경원,5,여러면으로 아주 좋았어요^^,2022.11.06,2022.11.06
전주 경원동 경원,5,좋았고 깔끔했어요 최고!,2022.11.06,2022.11.06
전주 경원동 경원,5,싼게 비지떡.  가성비뛰어남,2022.10.31,2022.10.31
전주 경원동 경원,4,깨끗하고 친절해요*^^*,2022.10.30,2022.10.30
전주 경원동 경원,4,한옥마을이랑 걸어서 3분정도 가까움시설자체는 오래된 여관치고 깔끔함 이정도가격이면 다 감수 할 수 있을정도의 시설임다만 와이파이가 된다고해서 예약했는데 되긴하지만 속도는 3g 정도라 가져간 노트북으로 도저히 작업을 할 수 없었음더보기,2022.10.17,2022.10.17
전주 경원동 경원,5,전주 갈때면 꼭 여기서묵어요!맛집도 가깝고 퇴실도 늦고 편안하게 바닥에서 자는게 좋아서요~ 바닥 따뜻하니 푹자고 왔어요!,2022.10.16,2022.10.16
전주 경원동 경원,5,좋았습니다 :),2022.10.12,2022.10.12
전주 경원동 경원,5,청결해서 대만족입니다,2022.10.11,2022.10.11
전주 경원동 경원,5,사진하고 동일하고 화장실 리모델링하셨는지 깨끗했어요~ 객실도 엄청 깨끗했구요침대엔 전기장판있어서 갑자기 추워진 날씨에따뜻하게 엄청 잘잤어요~ 바닥도 객실안에서 조절하는 보일러가 있었는데 건조할까봐 틀진않았어요~ 무엇보다 깨끗해서 너무 좋았구 저희가 관광하다가 밤에 입실했는데 7시쯤 확인전화 먼저해주시고 늦게입실했는데도 짜증안내시고 열쇠내어주셨어요다음날 비가와서 혹시나 싶어서 우산 여쭤봤는데 쓰고 버리라고 우산도 빌려주셨어요!! 사장님 너무 친절하셨구용 위치도 관광지랑 멀지않아서 좋았구요~ 주변에 편의점도있고 왱이콩나물국밥집도있고 가맥집도 많아서 먹을데가 은근많아요!! 수건도 4장 있었고 화장실 두루마리휴지가 여유분이없어서 각티슈 썼어요~ 그게 조금 아쉬웠지만 문제될게 없어서 별5개 체크합니당!! 다음에 전주가면 또 들를게요!!!더보기,2022.10.10,2022.10.10
전주 경원동 경원,4,시설은 좀 오래됬지만 그래도 가성비 최고 위치도 좋네요 근처에 먹을곳도 많고,2022.10.10,2022.10.10
전주 경원동 경원,5,출장 중에 묵게돼었는데 저한테는 딱 좋았습니다.주변에 편의점과 식당도 많고 주차도 좋았습니다.,2022.10.05,2022.10.05
전주 경원동 경원,4,잘쉬고갑니다,2022.10.05,2022.10.05
전주 경원동 경원,5,잘쉬고갑니다,2022.10.05,2022.10.05
전주 경원동 경원,5,좋아요 재방문의사있어요ㅎ,2022.10.03,2022.10.03
전주 경원동 경원,5,별 기대하지 않고 갔는데 숙소가 정말 청결했어요! 화장실도 깨끗했어용!!만족하고 갑니다><,2022.09.26,2022.09.26
전주 경원동 경원,5,사장님 정말 친절하고 내부가 엄청 깨끗해요,2022.09.26,2022.09.26
전주 경원동 경원,5,가격 대비 매우 만족. 근처 가맥집에서 한 잔 하고 걸어 들어가 푹 잤습니다.,2022.09.26,2022.09.26
전주 경원동 경원,5,가성기 갑이니다,2022.09.22,2022.09.22
전주 경원동 경원,3,내부는 깔끔한편입니다. 위생도 신경쓰려하시는 것 같구요!,2022.09.18,2022.09.18
전주 경원동 경원,4,깔끔하긴했는데 노후되서 그래도 피곤한데 씻고 한숨 잘 잤어요글고 한옥마을이랑 가까워요,2022.09.09,2022.09.09
전주 경원동 경원,5,주인 아주머니 친절하세요. 주차장이 넓은 편이에요.,2022.08.29,2022.08.29
전주 경원동 경원,2,번창하세요,2022.08.28,2022.08.28
전주 경원동 경원,5,사장님이 친절하시고 방이 아주 깨끗해서 기분좋게 머물다 갈 수 있었습니다,2022.08.26,2022.08.26
전주 경원동 경원,5,저렴하고 만족,2022.08.25,2022.08.25
전주 경원동 경원,4,저렴하고 만족,2022.08.25,2022.08.25
전주 경원동 경원,5,잘 쉬고 갑니다,2022.08.20,2022.08.20
전주 경원동 경원,5,주인림 친절과 가성비로는 최고입니다,2022.08.18,2022.08.18
전주 경원동 경원,5,사장님 좋으시고 친절 하십니다 ~^^,2022.08.16,2022.08.16
전주 경원동 경원,5,전주오면 또오겠습니다,2022.08.16,2022.08.16
전주 경원동 경원,5,건물이 세월의 흔적은 있으나 그 흔적까지 잊게 할만큼 위생이 뛰어났습니다.곰팡이 하나없는 깨끗한 화장실머리카락 한올 없는 방뽀송한 느낌이나는 침구친절 가득하신 사장님다음에도 꼭 이용하고싶습니다!더보기,2022.08.16,2022.08.16
전주 경원동 경원,5,대실로 사용하기에 적당한 것 같아요!,2022.08.14,2022.08.14
전주 경원동 경원,4,오래된 건물이지만  내부는 깨끗하고 좋아요.주인분도 친절하시구방에 모기만없었으면 좋았겠어요.모기가 있어서  잠을 잘 못 자서..,2022.08.14,2022.08.14
전주 경원동 경원,5,주인분 친절하시고 방안에 정수기도있고 깔끔해요,2022.08.12,2022.08.12
전주 경원동 경원,5,친절하게 대해주시고 세탁기도 이용하라 해주시고 여러모로 감사했습니다,2022.08.08,2022.08.08
전주 경원동 경원,5,가격대비 최고의 숙박시설입니다이 가격에 이정도의 퀄리티를 쓸 수 있다는 점에서 올라왔습니다 일반 호텔이나 펜션 묻지 않는 그런 청결 도와 편안함이 있었습니다 영도 괜찮지,2022.07.31,2022.07.31
전주 경원동 경원,2,"가성비가 좋다고 할 수 있으나... 개인적으로 비추입니다. 에어콘, 선풍기는 먼지랑 청소상태가... 방은 그럭저럭... 침대 매트만 양호입니다.",2022.07.27,2022.07.27
전주 경원동 경원,5,전주 올때마다 주로 이용하는편이에요 전주 맛집이 많은데 제가 좋아하는 맛집에서 1분도 안걸려요~사장님도 친절하시고 접근성도 좋고 가성비도 좋아요 담번 전주 여행때 또 올께요~~,2022.07.25,2022.07.25
전주 경원동 경원,4,생각외로 깨끗하고 편하게 이용했습니다.,2022.07.24,2022.07.24
전주 경원동 경원,5,가성비가 엄청좋네요욕조도있고 온수 잘나오고주차대수는 6대정도?,2022.07.13,2022.07.13
전주 경원동 경원,5,굉장히 친절하셨고 방도 담배냄새없이 깨끗했습니다. 일 때문에 간 거지만 숙소가 한옥마을괸 가까워 식사 후 둘러보기 좋았어요. 감사합니다.,2022.07.07,2022.07.07
전주 경원동 경원,5,깨끗하고 친절하고 조용해요.,2022.06.25,2022.06.25
전주 경원동 경원,3,"이런저런 사연은 있었지만 가격대비 위치좋고 방은 넓네요티비가 너무 높게 설치되어있어서 목아파서 보기 힘들었어요",2022.06.19,2022.06.19
전주 경원동 경원,5,진짜 가성비 짱 너무 좋았어요 외관은 오래 됐지만 내부는 깨끗 깔끔 완벽했습니다!비싸도 화장실 컨디션 안좋은 곳이 많은데 여긴 담배 냄새도 안나고 깨끗해서 너무 좋았어요 전주 놀러갈 때마다 이용할게요!!!!,2022.06.14,2022.06.14
전주 경원동 경원,5,급하게 사정이 생겨서 취소도 못하고 방문하지 못했는데 사장님께서 전화로 친절하게 물어봐주셨어요 다음에는 꼭 가볼게요~,2022.06.13,2022.06.13
전주 경원동 경원,4,하루 잘 쉬다가 가요.오래되긴 햇지만 안에는 깨끗하게 잘 되잇네요가성비 좋습니다,2022.06.09,2022.06.09
전주 경원동 경원,4,좋아요오오,2022.06.06,2022.06.06
전주 경원동 경원,5,추천합니다.오래된 건물이지만 사장님이 관리를 잘하셔서 깨끗하고 편안하게 잘 쉬고 왔습니다.,2022.05.23,2022.05.23
전주 경원동 경원,5,사장님도 친절하시고 깨끗한곳에서 잘 쉬고 왔습니다.전주마을 가까이에 있어 이동성이 좋았습니다.가성비 짱!추천합니다,2022.05.23,2022.05.23
전주 경원동 경원,5,가격이 싸서 너무 좋아요ㅎㅎ가격이 싸면 청결하지 않거나 물품이 구비되어있지않거나 그러는데 그러지도 않습니다ㅎ단골되려구용😚,2022.05.20,2022.05.20
전주 경원동 경원,4,"나름 깨끗히 정리가 되어있엇는데, 아침일찍부터 주변 공사소음으로 인해 덕분에 일찍 깨서 나왓네요~^^",2022.05.14,2022.05.14
전주 경원동 경원,5,매우만족합니다,2022.05.11,2022.05.11
전주 경원동 경원,5,가성비 좋아요,2022.05.07,2022.05.07
전주 경원동 경원,5,좋습니다 친절하시고,2022.05.06,2022.05.06
전주 경원동 경원,5,너무 친절하셔요 저렴하게 잘 지내고 왔습니다.,2022.05.02,2022.05.02
전주 경원동 경원,5,깔끔합니다,2022.05.02,2022.05.02
전주 경원동 경원,5,생각했던것보다 엄청 깔끔해서 놀람요 ㅋㅋㅋ좋아요 저렴하고,2022.05.02,2022.05.02
전주 우아동 올렛,5,편히 쉬었습니다,2023.05.27,2023.05.27
전주 우아동 올렛,5,넓어서좋았는데좀 추웠어요,2023.05.01,2023.05.01
전주 우아동 올렛,2,적당히 묵을만해요,2023.03.26,2023.03.26
전주 우아동 올렛,4,괜찮았어요,2022.08.14,2022.08.14
전주 우아동 올렛,5,깨끗하게 잘 쉬다 갑니다,2022.06.06,2022.06.06
전주 우아동 올렛,5,깨끗하게 잘 쉬다 갑니다,2022.06.06,2022.06.06
전주 우아동 올렛,1,4만원짜리 방을 예약 하고 갔더니 4만원 짜리 방(한실)은 침대 없는 넓은 방이라고 하면서 갑자기 다 나갔다고 하시더라구요; 예약은 제가 먼저 했는데 남 주셨나봐요? 남은 침댓방 하나 있다고 해서 그럼 남은 침댓방으로 달라고 하니 방(예약한방)이 나가서 어떻게 해야하나 했는데 잘됐다고 하시면서 방키 주시는데 그럼 3만5천원 일반방하면 오천원 주시는거냐니까 그건 또 아니라네요 제가 예약할땐 3만5천원 방 그리고 4만원방이 있었지만 3만 5천원 방도 지금은 4만원으로 올려놨다면서; 제가 미리 예약한 방도 멋대로 남 주고 가격은 큰방 값 받는; 전라도 와서 시작부터 ㅇ같았지만 놀러와서 기분 더 잡치기 싫어 말았네요 융통성있게 장사해야.. ㅇ안 먹지 않나.. 싶네요 제가 어려보인다고 사장님 둘이서 가격 갑자기 올리고 저한테 당연한 것처럼 뻔뻔하게 행동하신건지. 그리고 담배냄새 겁나 납니다 갑자기 화장실에서 새어나오고 관리 안 된 티가 납니다 그냥 싼마이에 묵을 곳 없을 때 묵으십시오더보기,2022.06.05,2022.06.05
전주 우아동 올렛,3,커피포트에 때가 껴있어서 한참 닦았고 침대 사용감이 뻣뻣해서 불편.. 자고 일어났더니 목이 아픔 딱딱한 침대좋아하면 추천,2022.05.30,2022.05.30
전주 우아동 올렛,4,방이 없어서 가게됐는데 생각보다 괜찮았어요ㅎㅎ이정도면 가성비 훌륭하다고 생각합니다,2021.10.15,2021.10.15
전주 우아동 올렛,5,좋아요 좋아요 좋아요,2021.10.11,2021.10.11
전주 우아동 올렛,5,좋아요 좋아요 좋아요,2021.10.09,2021.10.09
전주 우아동 올렛,4,잘쉬다갑니다~~,2021.09.11,2021.09.11
전주 우아동 올렛,3,잘 쉬었습니당,2021.05.01,2021.05.01
전주 우아동 올렛,5,사장님 너무 친절하시고 방도 넓고 좋아요,2021.03.21,2021.03.21
전주 우아동 올렛,5,깔끔했아요,2021.03.04,2021.03.04
전주 우아동 올렛,3,싼 가격에 쉬기 좋습니다.방음은 잘 되지 않아서 복도 소리가 크게 들렸습니다.,2021.01.22,2021.01.22
전주 우아동 올렛,5,잘머물다가용,2020.07.21,2020.07.21
전주 우아동 올렛,4,저렴하고 깨끗해서 좋아요,2020.03.17,2020.03.17
전주 우아동 올렛,4,가성비 좋아요!! 깔끔하구요 주말에 같은 가격대 모텔들 보다 훨씬 좋아요,2019.11.25,2019.11.25
전주 우아동 올렛,3,가격이쌋어요,2019.11.22,2019.11.22
전주 우아동 올렛,4,생각보다 괜찮았어요 가성비는 괜찮아요!!막 예쁘진 않지만 가격도 저렴하고 깔끔하고 깨끗해요,2019.11.15,2019.11.15
전주 우아동 올렛,3,따뜻해서 좋았어오,2019.03.02,2019.03.02
전주 우아동 올렛,3,샴푸안에 물을 섞어서 양이 많아보이게 되있었습니다 물 수압도 너무 약하고 휴지도 없었습니다. 방은 나름대로 괜찮았으나 창문이 거울로 되있는것이 조금 부담스러웠습니다,2018.10.14,2018.10.14
전주 우아동 올렛,5,깔끔한 느낌,2018.05.03,2018.05.03
전주 우아동 올렛,3,친절은 했지만 침구류에서 담배냄새가 많이 났어요,2018.02.25,2018.02.25
전주 우아동 올렛,4,잘쉬다가용,2017.11.07,2017.11.07
전주 우아동 올렛,1,푹쉬다가요,2017.11.07,2017.11.07
전주혁신도시 호텔원,5,"장거리 연애 중이라 숙박 이용 많이하는데요전에도 이용했을 때 너무 친절하시고 깨끗하고 가성비 최고라서 일부러 전주 안잡고 여기로 잡아서 이용해요 !!운 좋게 남는 방이 있으셨는지 무료로 룸 업그레이드까지 해주셔서 감사했습니다애인이랑 저희끼리 앞으로 여기만 이용하기로 했어요 ㅋㅋ넷플이나 유투브 보려면 체크인 할 때 카운터 문의하면 리모컨 따로 주십니다딱 하나 아쉬운 점이 있다면 주차장이 너무 좁은건데 어차피 연락 드리면 발렛 주차까지 해주셔서 대만족입니다저만 알고 싶은 숙소지만, 진짜 강추해요더보기",2022.09.26,2022.09.26
전주혁신도시 호텔원,5,"이번에  다녀온  호텔원 매우  만족합니다깔끔하고 서비스도  매우  좋아요다음에  가도  또 이용할겁니다  귿귿",2022.08.24,2022.08.24
전주혁신도시 호텔원,5,"아악 진짜 너무 좋아요ㅠㅜ직원분도 굉장히 친절하시고 호텔 규모가 작은 만큼 정성 들이신 티가 팍팍 납니다요..🥺❤️카페트 부터 블라인드, 커텐, 디자인, 액자까지 디테일 한 부분들이 너무 맘에 들었어요.마치 5성급 호텔을 축소해서 가져다 놓은 느낌? ㅎㅎ침대도 에이스 침대라 흔들림 없이 좋았고 침구도 푹신푹신 부들부들 해서 기분 좋게 잘 잤습니다!모텔에서 쓰는 바스락 거리는 재질이 아니라 진짜 부들부들 사부작 시원한 침구였어요 ㅎㅎ베개랑 쿠션도 엄청 말랑 거려서 좋았고 넷플릭스는 안되지만 티비 자체에서 다시보기 할 수 있어서 심심하지 않았습니다.냉장고 성증도 좋았고 물도 더 달라고 요청하면 바로 주시더라구요!욕조 있는 방으로 업그레이드 해주셔서 입욕제 풀고 지대로 힐링도 했습니다. ㅎㅎ욕조가 커서 반신욕 하기 좋았어요!화장실도 잘 꾸며져 있고 인센스 콘도 있어서 넘넘 좋았습니다!무엇보다 혁신도시 한 가운데에 있어서 밥집이나 술집이 가까워서 넘 좋았어요!!!!!주차도 무료구.. 넘 좋아서 다음번에 또 힐링하루 갈거에요!!!!!!진짜 전주 호텔중 제일 조은것 같습니다🥺❤️더보기",2021.10.16,2021.10.16
전주혁신도시 호텔원,4,너무 자극적이게 글을 쓴거 같아 수정했습니다..혹시나 불편하셨다면 죄송합니다..,2일 전,2023. 06. 02
전주혁신도시 호텔원,5,항상 만족합니다.,2일 전,2023. 06. 02
전주혁신도시 호텔원,5,방도 넓고 깨끗합니다,6일 전,2023. 06. 01
전주혁신도시 호텔원,4,매번 전주갈때마다이용하는숙소입니다.항상 만족하고있는데 방마다 차이가있는지 최근방문했을때는 밖에서 나는 소리가 아니라 옆방이나 윗방에서 나는 소리가 엄청 크게들리더라구요...상식적으로 늦은시간에는 다들 어느정도 조용히 해주셔야는데 최근 연속으로 그래서 좀 아쉽습니다..물론 호텔측 문제가 아니라 그분들 문제지만...그래도 방음이 조금 안되는거 같아요이부분은 건물자체적문제라 개선이 어렵겠죠?ㅠㅠ더보기,2023.05.26,2023.05.26
전주혁신도시 호텔원,4,깨끗하고 심플 추천함,2023.05.22,2023.05.22
전주혁신도시 호텔원,4,5층 스탠다드더블 맨끝방 방음 하나도안돼요옆방이랑 같이 대화가능방은 깔끔해요,2023.05.21,2023.05.21
전주혁신도시 호텔원,5,잘쉬다갑니다,2023.05.17,2023.05.17
전주혁신도시 호텔원,5,쾌적하고 좋았어요비즈니스로 왔는데에어드레서랑욕조있어서 좋았답니다넷플이랑 유튜브도 되더라구요더보기,2023.05.11,2023.05.11
전주혁신도시 호텔원,5,깔끔하고 침대도 푹신하고 너무 좋았어요 ㅠㅅㅠ 최고체크인 체크아웃 시간도 널널하고 방도 업그레이드 해주셨는데 넘 좋았어요 수건도 요청하니 더 주셨어요!다음에 또 오게 될 것 같은 !!!!!!🤍,2023.05.06,2023.05.06
전주혁신도시 호텔원,5,깨끗하고 냄새도 안나고 처음 전주에서 숙박하는 거였는데 너무 만족했어요! 방 분위기도 차분하고 직원분도 친절했습니다다음에도 또 방문하고 싶어요,2023.05.06,2023.05.06
전주혁신도시 호텔원,5,대중교통 이용하다보니 접근성은 떨어져요대신에 싸게 좋은 호텔 이용할수 있어 좋았어요,2023.05.05,2023.05.05
전주혁신도시 호텔원,2,방음이 너무 안되서 위층 커플 뜨밤보내는 소리가다들렸습니다 어메니티에 칫솔없고 가운없는 것도 조금...,2023.05.05,2023.05.05
전주혁신도시 호텔원,5,좋습니다아,2023.04.30,2023.04.30
전주혁신도시 호텔원,5,잘쉬었다가 갑니다.,2023.04.28,2023.04.28
전주혁신도시 호텔원,5,저번에 방문하고 또 재방문한 호텔입니다 다른 호텔도 다녀보고 했는데 이만큼 가성비 좋은 호텔은 전주근처에는 없는거 같아요객실에 인세스콘이 있는데 라이터가 없어서 프런트 직원분께 물어보니 라이터 주셔서 감사했어요!인세스콘 키고  밖에 업무보고 들어왔는데 객실 향기가 너무 좋았어요 이날 하루 너무 푹쉬고 체크아웃 했습니다더보기,2023.04.25,2023.04.25
전주혁신도시 호텔원,5,"깨끗하고 여성안심숙소라 좋았어요. 타월에 모텔 같은곳 특유의 락스 냄새가 안 나는점도 개인적으로 맘에 들어요. 매일 청소와 정돈도 잘 해주셔서 감사합니다. 단, 리모컨과 냉난방은 사용법이 어려웠습니다;;",2023.04.16,2023.04.16
전주혁신도시 호텔원,5,위치도 시설도 너무 좋았어요 ㅠㅠ 이 가격에 제대로 쉬고 갔습니다 호텔리어분들도 너무 친절해서 기분 좋게 쉬고 갔어요 ㅎㅎ 주변도 너무 깨끗하고 티비보면서 호캉스하고 왔네요 :),2023.04.14,2023.04.14
전주혁신도시 호텔원,4,침구.수건. 상태가 좋아요.비품이 많이 간소해졌어요.,2023.04.11,2023.04.11
전주혁신도시 호텔원,4,깨끗해서 좋았습니다 :),2023.04.10,2023.04.10
전주혁신도시 호텔원,5,"3번째 방문, 처음으로 조식이용 했네요.깔끔하고 친절하심  룸 업그레이드 받아서 좋았고, 저녁도 같은 건물 고기집에서 대기하지 않고 이용 편리했고 조식 먹고 1시까지 푹쉬었습니다. ^^",2023.04.10,2023.04.10
전주혁신도시 호텔원,5,다음에 또!!,2023.04.09,2023.04.09
전주혁신도시 호텔원,5,깨끗하고 조용하게 묵고 갑니다~,2023.04.08,2023.04.08
전주혁신도시 호텔원,5,좋았습니다,2023.04.05,2023.04.05
전주혁신도시 호텔원,5,"출장 때문에 5박 묵었는데 너무 좋았어요. 아침에 출근하면서 클리닝 붙여놓고 나갔다 돌아오면 깨끗하게 정리된 방에 기분이 너무 좋더라구요. 당연한 거 아닌가? 싶을 수도 있지만 표현 부족으로,, 설명 할 수 없는 친절함이 묻어나는 서비스에 머무는 내내 만족했습니다. :)방음 이슈는... 다른 방에서 노래 크게 트시거나, 새벽에 복도 오가는 소리들은 들리긴 하더라구요. 그래도 옆방 대화소리가 들린다거나 그 정도는 아니었던 것 같네요.다음에 혁신에 출장갈 일 생기면 또 들를 것 같아요. :)더보기",2023.04.01,2023.04.01
전주혁신도시 호텔원,5,"출장 때문에 5박 묵었는데 너무 좋았어요. 아침에 출근하면서 클리닝 붙여놓고 나갔다 돌아오면 깨끗하게 정리된 방에 기분이 너무 좋더라구요. 당연한 거 아닌가? 싶을 수도 있지만 표현 부족으로,, 설명 할 수 없는 친절함이 묻어나는 서비스에 머무는 내내 만족했습니다. :)방음 이슈는... 다른 방에서 노래 크게 트시거나, 새벽에 복도 오가는 소리들은 들리긴 하더라구요. 그래도 옆방 대화소리가 들린다거나 그 정도는 아니었던 것 같네요.다음에 혁신에 출장갈 일 생기면 또 들를 것 같아요. :)더보기",2023.04.01,2023.04.01
전주혁신도시 호텔원,5,아주 좋았습니다아,2023.03.31,2023.03.31
전주혁신도시 호텔원,4,세면대 옆 콘센트 안되는거 빼곤 대체로 만족합니다,2023.03.30,2023.03.30
전주혁신도시 호텔원,5,잘쉬었다가 갑니다.,2023.03.30,2023.03.30
전주혁신도시 호텔원,5,잘쉬었다가 갑니다.,2023.03.30,2023.03.30
전주혁신도시 호텔원,5,고맙습니다 ~ !,2023.03.29,2023.03.29
전주혁신도시 호텔원,5,상가 건물 위층에 자리하고 있어서 좀 어수선하지 않을까 했는데 쾌적하고 좋았어요.,2023.03.29,2023.03.29
전주혁신도시 호텔원,5,.....,2023.03.26,2023.03.26
전주혁신도시 호텔원,5,최고의 숙소입니다,2023.03.22,2023.03.22
전주혁신도시 호텔원,5,최고의 숙소입니다,2023.03.22,2023.03.22
전주혁신도시 호텔원,5,최고의 숙소입니다,2023.03.22,2023.03.22
