hotel,star,review,date
전주 산정동 호텔 하루(HOTEL HARU),10.0,"*하루*시설좋고 친절하시고 침대시트 깨끗하고 담배냄새 없고 실내공기 따뜻해서 좋습니다.책상과 컴퓨터도 구비되어 있어 출장 중 (모니터) 요긴하게 잘 사용하며,그 외 모든 비품도 잘 구비되어 있어서 전주 출장 올 때 자주 이용할 것 같습니다. 감사합니다.",22일 전
전주 산정동 호텔 하루(HOTEL HARU),10.0,좋아요~~~~ 좋아요~~~~ 좋아요~~~~~ 좋아요~~~~좋아요~~~~ 좋아요~~~~ 좋아요~~~~~ 좋아요~~~~좋아요~~~~ 좋아요~~~~ 좋아요~~~~~ 좋아요~~~~좋아요~~~~ 좋아요~~~~ 좋아요~~~~~ 좋아요~~~~,24일 전
전주 산정동 호텔 하루(HOTEL HARU),10.0,1. 객실이 여유롭고 넓어서 활동하기에 전혀 불편함이 없었습니다.2. 화장실 또한 넓고 용품 구비도 넉넉하여 사용하는데 불편함이 없었어요.3. 샤워전용수건을 구비하여 수건 사용이 넉넉했어요,24일 전
전주 산정동 호텔 하루(HOTEL HARU),10.0,잘지내고 갑니다...,28일 전
전주 산정동 호텔 하루(HOTEL HARU),6.0,잘쉬다가갑니다...,28일 전
전주 산정동 호텔 하루(HOTEL HARU),10.0,"주차장 넓고, 객실 청소 깨끗하고, 시설도 좋은편입니다..가격도 주변과 비교해서 큰 차이도 없어서 전체적으로 정말 만족스러운곳입니다..주변과 비교해봐도 이곳이 제일 추천하고싶은곳입니다.",29일 전
전주 산정동 호텔 하루(HOTEL HARU),10.0,좋아요ㅋㅋㅋ깨끗하고,1개월 전
전주 산정동 호텔 하루(HOTEL HARU),10.0,주차공간이 넓은게 장점이네요.방 들어가자마자 화장실이였어서 좀 당황스럽긴 했지만 화장실이 급했어서 괜찮았어요방은 두명이만 있기에 괜찮았고 따뜻한 물도 잘 나와서 좋았어요티비도 잘 나옵니다,1개월 전
전주 산정동 호텔 하루(HOTEL HARU),10.0,역시 이번주도 너무 너무 만족 하고 갑니다 친철도 하시고 주차시설도 넓고 방도 아주 넓고 tv로 볼수 이시는것들도 많아서 한번 출장으로 오신다면 단골이 되실꺼에요~~~~~^^ 한번 들려보세요~!,1개월 전
전주 산정동 호텔 하루(HOTEL HARU),1.0,티비도 안나와컴도 없는데 비지니스룸은 개뿔이런방을 주면서 무슨에효 다시는 오고싶지않음,1개월 전
전주 산정동 호텔 하루(HOTEL HARU),10.0,객실 컨디션도 좋고 가격도 좋았어용ㅋㅋㅋ다음번에도  이용할만한 것 같아요!,1개월 전
전주 산정동 호텔 하루(HOTEL HARU),10.0,직원분 친절하고 방도 깨끗하고 담배냄새 안나고 수압도 높아 좋은데 한 가지 단점은 따뜻한 물 나오는데 시간이 좀 걸립니다. 방과 화장실/샤워실 공간 딱 좋고 수건도 5개라서 넉넉합니다. 쓰지는 않았지만 월풀고 있고. 낡아서 그런지 화장실 환풍기 소리가 좀 크던데 확인한번 해 보시면 좋겠네요. 여러번 묵었는데 가성비 좋은 곳으로 만족합니다.,1개월 전
전주 산정동 호텔 하루(HOTEL HARU),10.0,한번씩 평일에 특가가 뜨면 다행이 출장을 전주로 왔을때 너무너무 만족하고 예약하는곳이네요~! 항상 친절 하고 주자시설도 넓고 가격도 착한데 방도 크고 스타일러도 있고 깨끗하고 올때마다 대만족~~^^;,1개월 전
전주 산정동 호텔 하루(HOTEL HARU),10.0,친절하구 개실도깨끗하구 주차장넓구아주좋네요,1개월 전
전주 산정동 호텔 하루(HOTEL HARU),10.0,가격도 너무 저렴했고 시설도 깨끗하고 주차장도 넓고 친절하시고 다 좋았어요! 티비도 엄청크고 넷플릭스 잘 봤네요 ㅎㅎ 비데도 완벽! 수압은 엄청 센건 아니고 적당했어요 냄새도 안나고 또 놀란건 스타일러가 있던점! 신기해서 이용해봤네요ㅋㅋ 너무 기분 좋게 이용하고 갑니다! 다음에 전주 올 일 있으면 또 들를게요^~^,1개월 전
전주 산정동 호텔 하루(HOTEL HARU),10.0,좋아요~~~~ 좋아요~~~~ 좋아요~~~좋아요~~~~ 좋아요~~~~ 좋아요~~~좋아요~~~~ 좋아요~~~~ 좋아요~~~좋아요~~~~ 좋아요~~~~ 좋아요~~~좋아요~~~~ 좋아요~~~~ 좋아요~~~,1개월 전
전주 산정동 호텔 하루(HOTEL HARU),10.0,디즈니플러스되서 좋아요,1개월 전
전주 산정동 호텔 하루(HOTEL HARU),10.0,매주 하루 묵게 되는 전주에서 연달아 숙박을 하게 됐는데 매번 괜찮은 방에서 묵어서 좋음. 처음엔 딤배냄새 난다고 했더니 업그레이드 해 주셔서 안마의자 있는 방에서 묵었는데 그 다음에도 실내공간과 화장실 사이즈가 딱 좋은 것 같다는 인상. 베게도 4개에 모텔이름이 새겨진 쿠션까지. 꽤 괜찮다고 생각되는 숙소. 사용은 안했지만 월풀도 있고. 다음에도 또 올 의사 있음,1개월 전
전주 산정동 호텔 하루(HOTEL HARU),10.0,좋아요~~~ 좋아요~~~~ 좋아요~~~ 좋아요~~~~좋아요~~~ 좋아요~~~~ 좋아요~~~ 좋아요~~~~좋아요~~~ 좋아요~~~~ 좋아요~~~ 좋아요~~~~좋아요~~~ 좋아요~~~~ 좋아요~~~ 좋아요~~~~,1개월 전
전주 산정동 호텔 하루(HOTEL HARU),10.0,"주차장 넓고, 객실 청소 깨끗하게 잘 되어 있고, 시설 또한 이용하는데 불편함없이 잘 구비되어 있습니다.가격도 주변과 비슷하거나 저렴한편입니다..주변모텔들 많지만 가장 좋은곳일듯하네요",1개월 전
전주 산정동 호텔 하루(HOTEL HARU),10.0,시설이 깨끗할뿐만 아니라 전기매트도 있고 넷플릭스도 있었어요욕조도 크고 화장실도 깨끗하고 청결하여 이용하는디 불편함이 하나도 없었습니다.방도 넓어서 지나다니는데 불편함이 있지 않았어요,1개월 전
전주 산정동 호텔 하루(HOTEL HARU),10.0,좋아요~~~ 좋아요~~~ 좋아요~~~ 좋아요~~~ 좋아요~~~ 좋아요~~~ 좋아요~~~ 좋아요~~~ 좋아요~~~ 좋아요~~~ 좋아요~~~ 좋아요~~~ 좋아요~~~ 좋아요~~~ 좋아요~~~ 좋아요~~~,1개월 전
전주 산정동 호텔 하루(HOTEL HARU),10.0,"주차장이 넓어 편리합니다..객실 청소상태 좋고, 시설도 불편함없이 잘구비되어 있습니다.가격도 주변과 비슷하거나 저렴한편입니다..모텔이용이 잦은편인데, 근처에서 제일 좋은곳이라 생각됩니다.",1개월 전
전주 산정동 호텔 하루(HOTEL HARU),10.0,자주 예약하는곳입니다수압도 좋고깨끗하고 잠자기 너무 좋았어요ㅎㅎ입실시간도 빠르고 침구도너무너무 폭신하니 좋았습니다다음에 전주에 들르면 다시한번도 또 들를께여^항상 편히 잘쉬었습니다,1개월 전
전주 산정동 호텔 하루(HOTEL HARU),10.0,방도 넓고 깔끔하게 정리정돈도 잘되어있고욕실도 심플하고 깨끗하네요가성비도 좋고사장님도 친절하시고침대와침구에서 냄새도없고 푹신푹신해서편한하게 잘 쉬었습니다다음에 또 찾아뵙겠습니다,1개월 전
전주 산정동 호텔 하루(HOTEL HARU),10.0,지난번엔 업그레이드 해서줘서 안마의자 있는 방에서 머물렀는데 이번에는 업그레이드 안된 방에서 머물렀는데도 나쁘지 않았습니다. 스타일러도 있고 수건도 넉넉해서 좋았네요. 한 거지 아쉬움이 있다면 뜨거운 물을 사용하려면 한참을 틀어놔야 되더라구요. 새벽에 샤워하려고 할 때 좀 불편했습니다. 그것 말고는 가성비 좋은 숙소라고 생각됩니다. 사용은 안했지만 월풀도 있네요. 목욕 좋아하시는 분들은 유용할 것 같습니다.,1개월 전
전주 산정동 호텔 하루(HOTEL HARU),3.6,다 좋은데 왜 방음이 안좋을까...,1개월 전
전주 산정동 호텔 하루(HOTEL HARU),10.0,"저렴한 가격에~~좋은 시설 및 인테리어~방안에는 담배 쩐내가 배어있지 않아서 좋았다.전국을 돌아다니는 직업이다보니,365일중 300일은 모텔에서 지내는데~여기는 가격대비 만족될만큼 좋았다",1개월 전
전주 산정동 호텔 하루(HOTEL HARU),10.0,"주차장이 넓어 주차가 편합니다...객실청소 정말 잘 되어있고, 시설도 이용하는데, 전혀 불편함이 없습니다..가격도 주변보다 저렴하거나 비슷합니다..주변도 여러곳 이용해봤지만, 이곳이 제일인듯 하네요",1개월 전
전주 고사동 YAJA 전주한옥마을점,10.0,들어가자마자 향기가 너무 좋아 이 곳에 끌렸고 주변에 먹거리 상가나 영화관 그리고 건물에 이어져있는 비비큐까지 있어서 먹을고나 놀거리는 신경 안써도 될거 같습니다 방에 들어선 순간 호텔이라는 느낌보다는 모텔의 느낌이 강했는데 디즈니는 로그인이 안되있어서 이용허지 못했고 스타일러도 계속 누르는데 작동이 안됬었숩니다 햇빛도 커튼을 치는데 조굼씩 계속 들어오ㅓ서 조금 아쉬웠지만 이런 부분만 빼면 하룻밤 묵기나 잠깐 쉬기에 정말 좋은 숙소라고 생각합니다,4시간 전
전주 고사동 YAJA 전주한옥마을점,10.0,저번에 가보고 만족스러워서 이번에 또 이용해봤는데 역시 좋았습니다 넷플릭스 등은 오류가 있어서 잠시 중단했다고 하셨는데 그건 조금 아쉬웠어요. 방 상태도 깔끔한 편이었어요 잘 쉬었습니다,1일 전
전주 고사동 YAJA 전주한옥마을점,10.0,"정말 착한 가격에 잘 쉬다갑니다. 사이다랑 헛개차가 구비되 있어 걱정없이 마실 수 있어서 좋았어요.거리도 장점이구요.재방문 의사 충분합니다 바라는 점은 손이 닿지 않는곳은 먼지가 수북하여 관리 부탁드리며, 들어갈때 부터 쾌쾌한 냄새가 납니다ㅠㅠ",4일 전
전주 고사동 YAJA 전주한옥마을점,10.0,한옥마을 객사와 근접합니다걸어다니기 용이엘리베이터 있고 계단도 있고 이용하기 편리합니다주치장 잘 되어 있고 침구류도 적당히 좋아요재방문 의사 있습니다티비도 크고 좋습니다~!,8일 전
전주 고사동 YAJA 전주한옥마을점,10.0,접근성이 일단 좋아요주차공간도 넉넉합니다엘리베이터도 잘 되어 있어요객사 한옥마을 걸어서 다닐만한 위치입니다가성비가 좋은 숙소로 추천드립니다재방문의사 있습니다객사 차가져오기 애매한데 받치기 좋은 것 같아요,9일 전
전주 고사동 YAJA 전주한옥마을점,2.0,리뷰또적고 가기는처음이네요입실시 물이 안닦여있는방을 준건 청소가 끝난지 얼마안됏나보다 하는데퇴실시 전화주자마자 바로나왔는데추가요금을 뜯어가네요 만원이나안에서 잠들어버리는바람에 1시간반 오바된건데응대하는 직원 불친절에 상당히 불쾌하네요,18시간 전
전주 고사동 YAJA 전주한옥마을점,10.0,너무 잘 이용했 습니다,18시간 전
전주 고사동 YAJA 전주한옥마을점,4.0,"프리미엄 방 엄청엄청 편히쉬다갑니다.사진과 매우 다름ㅇㅇㅇㅇㅇㅇㅇㅇ            ㅇㅇㅇㅇ      ㅇㅇㅇ                               ㅇ       ㅇㅇ      ㅇ                         ㅇㅇ      ㅇㅇㅇ                       ㅇ        ㅇ    ㅇㅇㅇㅇㅇㅇㅇㅇ             ㅇㅇㅇㅇㅇㅇㅇㅇ                       ㅇ                 ㅇㅇ                       ㅇㅇㅇㅇㅇㅇㅇ넷플, wave 된다고 써있었는데ㅇㅇㅇㅇㅇㅇ        ㅇㅇㅇㅇㅇㅇ   ㅇㅇ                         ㅇ    ㅇㅇ        ㅇㅇㅇㅇㅇㅇ    ㅇㅇㅇㅇㅇㅇㅇㅇㅇ    ㅇ                     ㅇㅇ                  ㅇㅇㅇㅇㅇㅇ   ㅇㅇ                                          ㅇ",1일 전
전주 고사동 YAJA 전주한옥마을점,7.0,와 커튼 이렇게 한쪽 떼논집은 첨이네요 ... 아침에 환하게 해서 일찍 나가란 의미인가요 ? ... 방바꿔달란 소리도 안했어요 .다른방도 어차피 이렇게 생겼을거같아서 .. 체크인했을땐 몰랐어요 . 어두울때 들어오니... 5시반에 너무 환해서 깼네요 ..ㅋㅋㅋㅋㅋ 어이없습니다 진짜임시방편으로 옆에꺼 당겨서 에어컨위에 드라이기 올려놓고 찍은 사진입니다 ..,1일 전
전주 고사동 YAJA 전주한옥마을점,1.0,깨끗하다는 리뷰보고 왔는데어디가 깨끗하다는건지남이쓰던 칫솔도 그대로 있고너무 관리 안하는게 티가 나네요...진짜 먼지 투성이에 10만원초반대라니...전주 여행와서 좋은 기억 남기고 가는데방이 진짜 너무 별로네요방이 케바케인건지 아님 돈주고 알바쓰는건지다신 오고싶지 않네요,1일 전
전주 고사동 YAJA 전주한옥마을점,7.0,일단 가성비 좋은건 맞아요한옥마을 걸어서 1.4 키로 나와서 산책겸 걸어갔어요위치도 좋고 직원분 친절하시고 좋았는데......음... 다시 방문의사는 글쎄요..입니다평일 프리미엄방 5만원에 입실했고일단 방에 들어갔는데 욕실 넓은 욕조 좋았는데방이 정말 작았어요프리미엄 방 맞냐고 다시 문의해볼정도..사진이랑 같지가 않았어요스타일러 이런거 없는거 둘째치고 그냥 아주 좁고벽면 창가 천장 등이 청소상태가 정말 안좋았어요몇달은 청소 안된기분이 들정도...침구 베개에 검은 먼지점처럼 다닥다닥 있길래 남친이 바꿔달라 하자 하길래 예민 떨지 말자고 했지만분명 충분히 찝찝했습니다살짝이라도 예민하신분은 못가실거같아요사진보시다시피 사진상으로는 깔끔해보이지만 좀 많이 아쉬웠어요남친은 다시는 오기 싫다고 했어요 ㅜㅜ가성비 그리고 더러운거 별로 신경 안쓰시면 충분히 위치상 괜찮습니다여행 돌아온 후 후기 남기는데 지금 생각해도 방 넘  좁고 청결상태 찝찝했던게 아쉬움으로 남아요,11일 전
전주 고사동 YAJA 전주한옥마을점,5.6,도보로 한옥마을도 가고 객사 부근이라 놀기 좋아요내부는 적당히 깨끗함. 승강기 밑에서 악취가 올라옴 구조적인 문제인듯,12일 전
전주 고사동 YAJA 전주한옥마을점,1.0,정말 최악이었습니다.주말여행 중 편히 쉬려고 VIP객실을 예약했는데 로비는 누수 때문에 바닥에 물이 흥건해 넘어질 뻔 했고 엘레베이터는 곰팡이 냄새가 나며 객실 내부 담배 냄새 및 욕조에 발등 언저리 만큼 물이 차있고 에어컨은 고장나서 찬바람이 나오지 않더군요.에어컨은 위층부터 점검 중이어서 밑층은 확인을 못했다고 해서 도저히 사용할 수 있는 상황이 아니니 환불 요청을 했지만 당일 환불은 어렵다고 하여 객실을 바꿔달라 했는데 동일한 등급의 객실이 없다며 다른 해결책은 제시하지 않길래 그냥 넓은 방 달라고 해서 썼습니다.물론 차액에 대한 환불은 없었구요.새로 배정 받은 객실은 침대 머리 맡쪽 목재 장식에 먼지인지 실곰팡이인지 모를 뿌연게 가득했고 수건은 얼룩이 있고 밑단이 다 터져있어서 걸레인 줄 알았습니다.일단 참고 자고 일어나서 씻으려하니 물이 안나오는데 사람 미치는 줄 알았습니다. 전화를 하니 '누수 때문에 갑자기 공사가 잡혔다. 20~30분 정도 기다리면 나올 거다'라고 하네요.이 때가 12시 쯤이었고 퇴실은 1시였습니다.사전공지 없었고 1시까지 퇴실인 객실이 있으면 그 전까지는 온전히 이용할 수 있게 공사를 늦추 던 1시 퇴실숙소를 팔지 말았어야죠.가격이라도 저렴했으면 그러려니 했겠지만 주말기준 8만원 숙소가 이정도면 정말 최악이에요.객실마다 다른 수건을 쓰는건지 왜 별점이 이렇게 높은지도 의문이고 다시는 방문하고 싶지않은 숙소네요.,13일 전
전주 고사동 YAJA 전주한옥마을점,10.0,정말 이가격에 이정도 퀄리티의숙소는 전국어디에서도 찾을수없을듯합니다.너무 친절하시고 너무깔끔한 숙소 인정입니다.전주 갈일있으면 무조건 여기로 가라고 추천드리고싶네요.최고입니다.,14일 전
전주 고사동 YAJA 전주한옥마을점,7.0,객사에 갈때 종종 이용하는데 일단 여전히 청결한 시설이 좋았으며 넉넉한 주차공간도 좋았습니다  다만 화장실 구조때문인지 샤워실 구조때문인지 모르겠는데 물이 바닥에 고이는 구조더라구요 이부분만 신경써주시면 더 좋을 것 같습니다!,14일 전
전주 고사동 YAJA 전주한옥마을점,10.0,주차장이 넓어서 주차를 쉽게 할 수있었습니다방이깨끗하고 좋았습니다직원분이 친절하시고 프론트가 깔끔했습니다주차장이 넓어서 주차를 쉽게 할 수있었습니다방이깨끗하고 좋았습니다직원분이 친절하시고 프론트가 깔끔했습니다,16일 전
전주 고사동 YAJA 전주한옥마을점,10.0,출장가서 이용했는데 너무 좋았어요 객실 상태 양호하고 물도 잘나와요ㅎㅎ방 따뜻해요 다음에 또 이용할 것 같아요 근처에 먹을 것도 적당히 있고 편의점도 가까워서 좋았어요 잘 쉬었다 갑니다~,16일 전
전주 고사동 YAJA 전주한옥마을점,10.0,전주에 올때마다 늘 항상 이용 하는곳이에요깔끔하고 주변에 먹을거리 등등 놀곳도많고데이트 하기도 좋고 여머므로 가성비  깁!!!!!자주자주  이용합니다!!!!!!!!!!!!!!,19일 전
전주 고사동 YAJA 전주한옥마을점,10.0,친절하시고 시설도 깔끔하니 잘이용했습니다.친절하시고 시설도 깔끔하니 잘이용했습니다.친절하시고 시설도 깔끔하니 잘이용했습니다.친절하시고 시설도 깔끔하니 잘이용했습니다.친절하시고 시설도 깔끔하니 잘이용했습니다.,20일 전
전주 고사동 YAJA 전주한옥마을점,10.0,숙소에 문제가 생겼는지 다른쪽으로 바꿔줬음대박왕친절,21일 전
전주 고사동 YAJA 전주한옥마을점,10.0,핫한 경리단길 도보권으로 이동하고 야시장도 걸어서 이동 가능하고 룸컨디션도 좋아서 행복한 여행 이었습니다.,21일 전
전주 고사동 YAJA 전주한옥마을점,10.0,너무 조아요 🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🧡🧡🧡🎵🎵🎵🎵🎵🎵🎵🎵🎵너무 조아요 🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🧡🧡🧡🎵🎵🎵🎵🎵🎵🎵🎵🎵너무 조아요 🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🧡🧡🧡🎵🎵🎵🎵🎵🎵🎵🎵🎵,22일 전
전주 고사동 YAJA 전주한옥마을점,10.0,편하게 잘 보냈어요조용하고 깨끗하거 너무 좋았어요.덕분에 좋은 추억 남기고가요~~~~가격도 합리적이고 위치적으로도 너무 좋네요.주차하기도 편하고 부족한 점이 없어서 좋았어요~,23일 전
전주 고사동 YAJA 전주한옥마을점,10.0,잘 쉬다갑니다 주변에 놀거리가 많아서 좋았습니다,25일 전
전주 고사동 YAJA 전주한옥마을점,10.0,1. 일단 위치가 객사랑 가까워서 주변에 먹을 것도 많고 걸어서 여기저기 다 갈 수 있다는 게 좋아요.2. 그런데 방 컨디션은 좀 케바케인가봐요 저희 방은 청소가 안 된 건지 조금 지저분하긴 했어요3. 넷플릭스 되니까 보실 분들은 좋아하실 것 같아요.,25일 전
전주 고사동 YAJA 전주한옥마을점,10.0,저렴하고  가성비짱  자주 이용할게요,25일 전
전주 고사동 YAJA 전주한옥마을점,10.0,객사에선 방 없는 거 아니면 매번 여기만 이용해요 시설도 좋고 방도 꽤 넓고 깨끗합니다 사장님이신지 알바분이신지... 친절하시고요샤워실 깨끗하고 티비도 좋아용 앞으로도 자주 이용할게요,26일 전
전주 고사동 YAJA 전주한옥마을점,10.0,편하게 잘 보냈어요조용하고 깨끗하거 너무 좋았어요.덕분에 좋은 추억 남기고가요~~~~가격도 합리적이고 위치적으로도 너무 좋네요.주차하기도 편하고 부족한 점이 없어서 좋았어요~,28일 전
전주 고사동 YAJA 전주한옥마을점,10.0,한옥마을과 가깝구 객사 거리와 가까워 술먹기 좋아요,29일 전
전주 고사동 YAJA 전주한옥마을점,10.0,안녕하세여~~  너무편하게 잘 쉬구갑니당ㅎㅎ  깔끔하고 편하게 잘 쓰고갔어요. 화장실도깨끗하구 수압도 적당해요~  다음에 이 근처오게되면 재방문의사가 무조건 있습니다!! 감사합니다~~,1개월 전
전주 고사동 YAJA 전주한옥마을점,10.0,비소식에 나가는건 엄두도 못내고 남자친구와 호캉스하려 대실했는데 너무 행복한 추억 쌓고 가요 :) 다음에 재방문 할게요,1개월 전
전주 고사동 YAJA 전주한옥마을점,10.0,저렴하고 좋네요!위치도 찾기 쉽고 깔끔해요다음이 또 올 일 있음 올께요잘 쉬다가 갑니다감사합니다~~~~~ ㅎㅎㅎㅎ🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗,1개월 전
전주 고사동 YAJA 전주한옥마을점,10.0,주차장도 넓고 위치도 좋습니다,1개월 전
전주 고사동 YAJA 전주한옥마을점,10.0,좋았아요 좋아ㅛ어요 좋았아요 좋아ㅛ어요 좋았아요 좋아ㅛ어요좋았아요 좋아ㅛ어요 좋았아요 좋아ㅛ어요 좋았아요 좋아ㅛ어요좋았아요 좋아ㅛ어요 좋았아요 좋아ㅛ어요 좋았아요 좋아ㅛ어요좋았아요 좋아ㅛ어요 좋았아요 좋아ㅛ어요 좋았아요 좋아ㅛ어요좋았아요 좋아ㅛ어요 좋았아요 좋아ㅛ어요 좋았아요 좋아ㅛ어요,1개월 전
전주 고사동 YAJA 전주한옥마을점,10.0,깔끔하고 저렴하게 오랜시간 이용할 수 있어요 좋아요객사에 위치하고 있어서 주변 맛집이라던지 편의시설을 이용하기에 편리하네요화장실 이용할때 수압이 쎄서 좋았고 넷플릭스도 재밌게 잘 봤어요고데기와 충전기가 대여가 되어서 편했습니다,1개월 전
전주 고사동 YAJA 전주한옥마을점,10.0,출장으로 자주 들리는 곳입니다.우선 주차장이 좋아서 주차하기가 편하고 좋아요.사장님도 너무 친절하시고 방 내부 시설도 좋고 비품도 잘 구비되어있어요.다음번에도 재방문 할 계획입니다.,1개월 전
전주 고사동 YAJA 전주한옥마을점,10.0,첫 방문입니다. 전주 영화의거리 바로 코앞에 숙소가 있어서 너무 좋았습니다. 넓은 공용주차장도있구 시내와 딱 붙어있어서 전주국제영화제를 더 재밌게 즐길수 있었습니다^^!숙소가 너무 깨끗해서 한번 놀랬구 고급지고 객실 내부의 센스있는 소품 인테리어에 두번 놀랬습니다~객실 바닥도 따듯해서 포근한 온도에서 잠들 수 있었네용~화장실은 객실과 일체형이라 되게 신기했어용!!아! 그리구 전객실 스타일러 ㄷㄷ스타일러는 최신형이라 소리와 진동도 적어서 신세계 였네용~~♡저렴한 가격에 스타일러까지 이용할 수 있어서 정말 최고였구재방문 무조건 할게용~ ㅎㅎ,1개월 전
전주 고사동 YAJA 전주한옥마을점,6.0,에어드레이서 있어서 좋음 화장실이 좀 개방형이라 불편 세면대바닥쪽 하수구 물 안내려감 욕조는 좋음 6시 좀 넘어서  갑자기 화재경보울려서 잠다깨고 또울릴까봐 불안해하면서 잠듬ㅡㅡㅋ,1개월 전
전주 고사동 YAJA 전주한옥마을점,10.0,"전주여행왔다가 하루 더 지내게 되서 급하게 잡았는데룸 상태도 깨끗하고 화장실도 깨끗하고, 샤워실이랑 화장실이 분리되어 있어서 좋더라구요!위치가 객사 쪽이라서, 저녁에 술먹고 바로 들어오기에도 좋았고, 한옥마을이랑도 가까워서 저는 저녁에 산책도 다녀왔답니다!아래에는 커피 머신기가 잇어서 이용해도 좋을 거 같습니다!!결론 가성비 최고 !또 오겠습니다👍🏻",1개월 전
전주 고사동 YAJA 전주한옥마을점,10.0,주차장이 넓어서 주차하기편했습니다방이 깨끗하고 정돈이 잘되어있어 편안하게 쉬었습니다직원분들이 친절하시고 로비가 깔끔했습니다주차장이 넓어서 주차하기편했습니다방이 깨끗하고 정돈이 잘되어있어 편안하게 쉬었습니다직원분들이 친절하시고 로비가 깔끔했습니다,1개월 전
전주 고사동 YAJA 전주한옥마을점,10.0,위치도좋고 깨끗하고 잘쉬다 왔어요,1개월 전
전주 고사동 YAJA 전주한옥마을점,10.0,항상 이용하고 있지만 정말 친절하시고 숙소도 깨끗하고 편안하게 잘 쉬다 가는 것 같습니다 잘한런아니ㅇ 잘한런아니ㅇ 필요하면 줘서 너무 좋아요!!!ㅎㅎ 앞으로도 계속 이용할예정입니다~~,1개월 전
전주 고사동 YAJA 전주한옥마을점,10.0,객사에서 접근성 좋음엘리베이터 있음내부 리모델링합리적인 가격주차장 넓음출장 시 이용할 때 좋을듯 합니다주변에 상가도 많고 편의점도 가까이에 있어서 좋아요배달도 당연히 가능함,1개월 전
전주 고사동 YAJA 전주한옥마을점,10.0,객사 시내에 자리한 식사나 술한잔하고 오기 가까운 위치라서 좋았습니다.저녁에는 쌀쌀했는데 들어가자마자 따뜻하게 쉴 수 있어서 좋았습니다.숙소 안은 모텔보다는 게스트하우스 느낌이 나서 좀 더 편안했습니다.,1개월 전
전주 고사동 YAJA 전주한옥마을점,10.0,오랜만에 객사에 갈 일이 생겨서 야자에서 쉬게 되었는데 리모델링도 되어있고 예전 그대로 깔끔해서 정말 쾌적하게 사용할 수 있었습니다. 다음에도 객사에 올 일이 있으면 꼭 오겠습니다 !!,1개월 전
전주 고사동 YAJA 전주한옥마을점,10.0,대처도 빠르고 친절하십니다,1개월 전
전주 고사동 YAJA 전주한옥마을점,10.0,시내가 바로 앞이여서 위치가 좋고 퇴실시간이 길어서 좋았어요~~ 시내가 바로 앞이여서 위치가 좋고 퇴실시간이 길어서 좋았어요~~ 시내가 바로 앞이여서 위치가 좋고 퇴실시간이 길어서 좋았어요~~,1개월 전
전주 고사동 YAJA 전주한옥마을점,10.0,접근성도 용이하고 친절한 응대가 좋은 거 같아요,1개월 전
전주 고사동 YAJA 전주한옥마을점,1.0,여자친구랑 롤하려고 2PC인 곳으로 잡았는데 첫날 바빠서 못하고 다음날 아침에 롤을 켰는데 롤이 안 되더라고요. 다른 게임은 되는데 롤만 안 되길래 카운터에 전화로 물어봤더니 자기도 전문가가 아니라 잘 모른다고 하더군요. 그래서 여자친구랑 같이 1시간동안 고치려고 노력해봤는데 안 되서 카운터에 다시 전화했어요. 저는 다른 객실로 옮겨주거나 pc없는 방과의 차액을 환불해 달라고 했는데 다른 객실은 빈 곳이 없어서 안 되고 차액환불은 롤만 안 되는 건데 자기들이 왜 환불을 해줘야되냐고 하더군요. 그러면서 저희는 입실시간 1시간 40분 후에 입실했는데 입실도 규정시간보다 일찍한 거 봐준거라는 식으로 얘기하더라고요. 어이가 없어서 따지고 싶었지만 자기도 직원이라 상급자한테 물어봐야된대서 일단 알았다고 하고 기다리는데 계속 연락이 안 와서 다시 전화해보니까 상급자가 주무시고 계신가 전화를 안 받는다고 하더라고요. 근데 그땐 이미 퇴실시간도 2시간밖에 안 남아서 저희도 기분 나빠서 나오면서 상급자와 연락되면 연락주라고 하고 나왔어요. 근데 지금 퇴실한지 31시간이 지나도록 연락이 안 왔고 별도의 사과나 보상도 받지 못한 상태에요. 직원 태도도 최악이고 스트레스 받아서 다시는 이용하기 싫어지네요. 그리고 여기 이용하실 분들은 창문 꼭 잠그고 주무세요! 밖에 베란다랑 같은 층 객실이랑 연결되어있어서 마음만 먹으면 밤에 다른 객실 드나들 수 있는 구조에요. 처음엔 창문이 안 잠겨있으니 조심하세요.,1개월 전
전주 고사동 YAJA 전주한옥마을점,10.0,방도 넓고 너무 좋아요 ㅎㅎ 생각지도 못했던 욕조도있는데 커서 더 좋았어요 충전기랑 드라이기가 비치가안되어있어서 조금 불편했는데 이것도 얘기하면 대여가능했어요 스타일러랑 1층에 캡슐커피 짱맛있어요 ㅎㅎ,1개월 전
전주 금암동 로즈마리,6.0,위생이...정말..객실청소를 안하는듯 합니다.,1개월 전
